caminho_local,caminho_relativo,nome_arquivo,origem_url,arquivo_origem,grupo_mescla_padrao,origem_tipo
c:\GIT\DadosANS\processamentos\IGR_20260325_205249\ingestao\downloads\IGR.csv,IGR.csv,IGR.csv,https://dadosabertos.ans.gov.br/FTP/PDA/IGR/IGR_versao_2023/IGR.csv,IGR.csv,,arquivo_tabular
